GEOID,NAME,B01003_001_estimate,B02001_001_estimate,med_inc_estimate,B25003_001_estimate,S1701_C01_001_estimate,B01003_001_moe,B02001_001_moe,med_inc_moe,B25003_001_moe,S1701_C01_001_moe
36005014100,"Census Tract 141, Bronx County, New York",6384,6384,33064,2599,6366,668,668,5281,213,667
36005014300,"Census Tract 143, Bronx County, New York",1579,1579,16196,675,1579,293,293,4239,73,293
36005014400,"Census Tract 144, Bronx County, New York",5781,5781,18906,2422,5643,1070,1070,8561,312,1037
36005014500,"Census Tract 145, Bronx County, New York",7002,7002,32074,2418,6770,1445,1445,8362,391,1439
36005014701,"Census Tract 147.01, Bronx County, New York",5864,5864,24279,2026,5764,1411,1411,10179,410,1373
36005014702,"Census Tract 147.02, Bronx County, New York",5157,5157,18033,1933,5157,845,845,10267,460,845
36005014900,"Census Tract 149, Bronx County, New York",4708,4708,24375,1442,4489,1184,1184,10698,151,1187
36005015100,"Census Tract 151, Bronx County, New York",5311,5311,27135,2124,5263,912,912,4901,397,909
36005015200,"Census Tract 152, Bronx County, New York",2565,2565,78425,953,2479,387,387,14098,119,345
36005015300,"Census Tract 153, Bronx County, New York",4226,4226,32060,1741,4169,751,751,20109,320,744
36005015500,"Census Tract 155, Bronx County, New York",3089,3089,35559,1089,3089,625,625,10014,186,625
36005015700,"Census Tract 157, Bronx County, New York",5155,5155,37600,1906,5146,762,762,6171,99,760
36005015800,"Census Tract 158, Bronx County, New York",1423,1423,59375,476,1422,330,330,15138,67,331
36005015900,"Census Tract 159, Bronx County, New York",2164,2164,28611,816,2159,562,562,23675,166,562
36005016000,"Census Tract 160, Bronx County, New York",3891,3891,86517,1493,3891,686,686,13672,157,686
36005016100,"Census Tract 161, Bronx County, New York",4787,4787,19599,2004,4787,731,731,3328,231,731
36005016200,"Census Tract 162, Bronx County, New York",1712,1712,85909,510,1524,360,360,19994,67,330
36005016400,"Census Tract 164, Bronx County, New York",1074,1074,66681,399,1074,201,201,17662,65,201
36005016500,"Census Tract 165, Bronx County, New York",1074,1074,35156,319,1074,221,221,19867,43,221
36005016600,"Census Tract 166, Bronx County, New York",2397,2397,95372,809,2383,360,360,16387,100,354
36005016700,"Census Tract 167, Bronx County, New York",3822,3822,46481,1150,3652,474,474,11796,137,483
36005016900,"Census Tract 169, Bronx County, New York",1729,1729,45273,554,1634,329,329,7447,131,276
36005017300,"Census Tract 173, Bronx County, New York",6373,6373,29063,2169,6363,890,890,16284,230,891
36005017500,"Census Tract 175, Bronx County, New York",6768,6768,25767,2845,6747,1111,1111,6336,351,1109
36005017701,"Census Tract 177.01, Bronx County, New York",4554,4554,33428,1352,4158,749,749,19306,202,698
36005017702,"Census Tract 177.02, Bronx County, New York",5412,5412,42262,1676,5412,913,913,10742,199,913
36005017901,"Census Tract 179.01, Bronx County, New York",4751,4751,42774,1619,4751,824,824,14613,315,824
36005017902,"Census Tract 179.02, Bronx County, New York",4138,4138,36614,1305,4138,837,837,5520,221,837
36005018101,"Census Tract 181.01, Bronx County, New York",3502,3502,48464,1064,3498,838,838,22142,180,838
36005018102,"Census Tract 181.02, Bronx County, New York",5695,5695,30063,2177,5458,885,885,15076,545,875
36005018301,"Census Tract 183.01, Bronx County, New York",4657,4657,43350,2072,4657,616,616,14178,172,616
36005018302,"Census Tract 183.02, Bronx County, New York",3546,3546,57180,1411,3546,637,637,17448,360,637
36005018400,"Census Tract 184, Bronx County, New York",4057,4057,105052,1430,4057,747,747,28562,145,747
36005018501,"Census Tract 185.01, Bronx County, New York",3069,3069,47826,1136,3069,713,713,21371,230,713
36005018502,"Census Tract 185.02, Bronx County, New York",6503,6503,23508,2038,6432,962,962,5453,205,968
36005018900,"Census Tract 189, Bronx County, New York",8311,8311,36087,2836,8082,1150,1150,13671,256,1144
36005019300,"Census Tract 193, Bronx County, New York",7126,7126,35291,2402,7126,926,926,5925,359,926
36005019400,"Census Tract 194, Bronx County, New York",2162,2162,63452,764,2162,377,377,13509,95,377
36005019500,"Census Tract 195, Bronx County, New York",7766,7766,44323,2623,7680,1193,1193,17121,240,1169
36005019700,"Census Tract 197, Bronx County, New York",7479,7479,31008,2446,7479,1085,1085,19211,412,1085
36005019900,"Census Tract 199, Bronx County, New York",7899,7899,37080,3256,7889,1221,1221,12282,403,1220
36005020000,"Census Tract 200, Bronx County, New York",5147,5147,41250,1454,5147,664,664,4996,122,664
36005020100,"Census Tract 201, Bronx County, New York",3772,3772,38235,1310,3748,633,633,9643,198,632
36005020200,"Census Tract 202, Bronx County, New York",2372,2372,48204,946,2349,362,362,5960,164,356
36005020400,"Census Tract 204, Bronx County, New York",3431,3431,57159,1043,3416,615,615,15828,133,613
36005020501,"Census Tract 205.01, Bronx County, New York",7267,7267,19147,2663,7215,1252,1252,4008,175,1232
36005020502,"Census Tract 205.02, Bronx County, New York",2515,2515,37946,1008,2511,340,340,18137,128,339
36005020601,"Census Tract 206.01, Bronx County, New York",2425,2425,53750,950,2415,538,538,20356,149,530
36005020900,"Census Tract 209, Bronx County, New York",4997,4997,39489,1947,4997,733,733,13881,248,733
36005021001,"Census Tract 210.01, Bronx County, New York",8111,8111,56258,3670,8110,953,953,9578,280,953
36005021002,"Census Tract 210.02, Bronx County, New York",8192,8192,61940,3278,8192,1529,1529,8454,479,1529
36005021100,"Census Tract 211, Bronx County, New York",6036,6036,35855,1971,5984,1132,1132,6063,216,1128
36005021200,"Census Tract 212, Bronx County, New York",5157,5157,61146,2349,5075,740,740,10766,289,699
36005021301,"Census Tract 213.01, Bronx County, New York",1397,1397,34773,452,1397,576,576,27203,78,576
36005021302,"Census Tract 213.02, Bronx County, New York",5865,5865,19660,2276,5865,967,967,17282,384,967
36005021501,"Census Tract 215.01, Bronx County, New York",4445,4445,36607,1324,4240,717,717,13529,164,714
36005021502,"Census Tract 215.02, Bronx County, New York",6772,6772,26176,2165,6605,934,934,12806,260,899
36005021601,"Census Tract 216.01, Bronx County, New York",4625,4625,39283,1613,4625,656,656,15776,203,656
36005021602,"Census Tract 216.02, Bronx County, New York",6195,6195,54410,2393,6165,900,900,7985,288,878
36005021700,"Census Tract 217, Bronx County, New York",5220,5220,40794,1687,5192,669,669,6991,214,667
36005021800,"Census Tract 218, Bronx County, New York",6154,6154,50849,2230,6123,1073,1073,16272,334,1073
36005021900,"Census Tract 219, Bronx County, New York",963,963,40587,381,945,228,228,15035,85,226
36005022000,"Census Tract 220, Bronx County, New York",1917,1917,29625,651,1915,492,492,11265,88,492
36005022101,"Census Tract 221.01, Bronx County, New York",4030,4030,37200,1266,3974,832,832,15878,170,830
36005022102,"Census Tract 221.02, Bronx County, New York",5995,5995,40500,1662,5995,776,776,11677,188,776
36005022200,"Census Tract 222, Bronx County, New York",3169,3169,46806,1041,3096,544,544,15910,145,510
36005022300,"Census Tract 223, Bronx County, New York",5553,5553,30694,2182,5440,784,784,5313,434,759
36005022401,"Census Tract 224.01, Bronx County, New York",2517,2517,50262,1023,2504,384,384,14971,97,386
36005022403,"Census Tract 224.03, Bronx County, New York",3061,3061,80140,1212,3061,407,407,14574,121,407
36005022404,"Census Tract 224.04, Bronx County, New York",4736,4736,62656,1977,4736,577,577,15589,209,577
36005022500,"Census Tract 225, Bronx County, New York",8818,8818,47254,2322,8610,1611,1611,9388,234,1609
36005022701,"Census Tract 227.01, Bronx County, New York",4831,4831,32773,1986,4790,569,569,13696,310,570
36005022702,"Census Tract 227.02, Bronx County, New York",1451,1451,24201,560,1451,197,197,4170,69,197
36005022703,"Census Tract 227.03, Bronx County, New York",1991,1991,70882,690,1991,629,629,7133,147,629
36005022800,"Census Tract 228, Bronx County, New York",6207,6207,66352,2433,6207,854,854,8902,264,854
36005022901,"Census Tract 229.01, Bronx County, New York",5530,5530,41317,1988,5516,644,644,13157,217,643
36005022902,"Census Tract 229.02, Bronx County, New York",3710,3710,46576,1132,3700,823,823,20613,180,823
36005023000,"Census Tract 230, Bronx County, New York",2963,2963,51490,1039,2963,479,479,6864,153,479
36005023100,"Census Tract 231, Bronx County, New York",1696,1696,47321,432,1566,340,340,13155,80,346
36005023200,"Census Tract 232, Bronx County, New York",2517,2517,53266,801,2517,326,326,5940,78,326
36005023301,"Census Tract 233.01, Bronx County, New York",4177,4177,37887,1649,4158,673,673,21714,219,672
36005023302,"Census Tract 233.02, Bronx County, New York",3982,3982,47857,1016,3982,659,659,9106,119,659
36005023501,"Census Tract 235.01, Bronx County, New York",3325,3325,31786,1230,3325,570,570,16136,186,570
36005023502,"Census Tract 235.02, Bronx County, New York",4628,4628,44757,1566,4628,847,847,14449,152,847
36005023600,"Census Tract 236, Bronx County, New York",1602,1602,42121,516,1592,380,380,18531,76,380
36005023702,"Census Tract 237.02, Bronx County, New York",1333,1333,48646,375,1333,517,517,17954,106,517
36005023703,"Census Tract 237.03, Bronx County, New York",5493,5493,19179,1765,5366,891,891,10681,416,881
36005023704,"Census Tract 237.04, Bronx County, New York",3821,3821,31420,1343,3821,637,637,20051,212,637
36005023800,"Census Tract 238, Bronx County, New York",2480,2480,64760,749,2457,360,360,10603,73,356
36005023900,"Census Tract 239, Bronx County, New York",8489,8489,43102,2492,8442,1622,1622,5009,307,1623
36005024000,"Census Tract 240, Bronx County, New York",4618,4618,71513,1348,4561,775,775,29813,197,757
36005024100,"Census Tract 241, Bronx County, New York",6921,6921,42482,2397,6914,899,899,8209,488,901
36005024300,"Census Tract 243, Bronx County, New York",5575,5575,31435,1993,5574,638,638,16870,160,637
36005024400,"Census Tract 244, Bronx County, New York",2512,2512,54359,877,2500,368,368,14763,140,370
36005024501,"Census Tract 245.01, Bronx County, New York",4475,4475,35303,1428,4475,586,586,13827,114,586
36005024502,"Census Tract 245.02, Bronx County, New York",3848,3848,42396,1246,3820,685,685,27827,195,684
36005024600,"Census Tract 246, Bronx County, New York",2065,2065,77188,756,2061,334,334,15285,135,333
36005024700,"Census Tract 247, Bronx County, New York",1967,1967,52016,754,1967,294,294,21200,74,294
36005024800,"Census Tract 248, Bronx County, New York",3370,3370,77731,1161,3067,538,538,16699,165,542
36005025000,"Census Tract 250, Bronx County, New York",2601,2601,82941,1020,2601,560,560,25574,164,560
36005025100,"Census Tract 251, Bronx County, New York",6462,6462,46728,2233,6448,983,983,7735,264,978
36005025200,"Census Tract 252, Bronx County, New York",2561,2561,71042,904,2548,354,354,17495,104,352
36005025300,"Census Tract 253, Bronx County, New York",6313,6313,40479,1884,6311,916,916,12859,201,915
36005025400,"Census Tract 254, Bronx County, New York",2183,2183,75368,793,2183,290,290,29597,90,290
36005025500,"Census Tract 255, Bronx County, New York",7728,7728,42218,2377,7700,1022,1022,19131,384,1019
36005025600,"Census Tract 256, Bronx County, New York",1464,1464,50980,577,1401,283,283,15256,111,280
36005025700,"Census Tract 257, Bronx County, New York",1793,1793,39784,707,1793,354,354,24190,92,354
36005026100,"Census Tract 261, Bronx County, New York",2114,2114,54648,1081,2035,336,336,20583,225,325
36005026300,"Census Tract 263, Bronx County, New York",7124,7124,32379,2282,6504,1211,1211,16350,320,1205
36005026400,"Census Tract 264, Bronx County, New York",6643,6643,61014,2056,6643,1117,1117,19993,301,1117
36005026500,"Census Tract 265, Bronx County, New York",7505,7505,53177,2214,7320,1251,1251,10133,329,1252
36005026601,"Census Tract 266.01, Bronx County, New York",3305,3305,52619,1366,3305,459,459,15266,104,459
36005026602,"Census Tract 266.02, Bronx County, New York",5033,5033,41528,2498,5033,1094,1094,15151,382,1094
36005026701,"Census Tract 267.01, Bronx County, New York",3639,3639,46123,1231,3639,828,828,7633,196,828
36005026702,"Census Tract 267.02, Bronx County, New York",8183,8183,46098,2701,8082,1300,1300,18149,497,1303
36005026900,"Census Tract 269, Bronx County, New York",4072,4072,27670,1807,4072,628,628,14805,407,628
36005027300,"Census Tract 273, Bronx County, New York",7798,7798,48459,2881,7583,1188,1188,13824,513,1191
36005027401,"Census Tract 274.01, Bronx County, New York",5148,5148,82273,1768,5148,769,769,41456,177,769
36005027402,"Census Tract 274.02, Bronx County, New York",3611,3611,94333,1290,3356,577,577,19672,191,542
36005027700,"Census Tract 277, Bronx County, New York",4338,4338,31500,1826,4338,598,598,12791,174,598
36005027900,"Census Tract 279, Bronx County, New York",8486,8486,55406,3017,8117,1263,1263,10656,305,1249
36005028100,"Census Tract 281, Bronx County, New York",3757,3757,56667,1758,3528,410,410,15589,210,397
36005028300,"Census Tract 283, Bronx County, New York",2841,2841,22971,1058,2839,1007,1007,21881,319,1007
36005028500,"Census Tract 285, Bronx County, New York",3763,3763,65625,1788,3699,547,547,14110,219,550
36005028600,"Census Tract 286, Bronx County, New York",960,960,84286,480,960,200,200,17507,101,200
36005028700,"Census Tract 287, Bronx County, New York",3565,3565,70319,1275,3564,430,430,25658,116,430
36005028800,"Census Tract 288, Bronx County, New York",3144,3144,80682,1082,3144,750,750,4745,154,750
36005028900,"Census Tract 289, Bronx County, New York",4530,4530,49284,1871,4356,577,577,5945,201,558
36005029301,"Census Tract 293.01, Bronx County, New York",1794,1794,133750,894,1616,228,228,40293,84,182
36005029302,"Census Tract 293.02, Bronx County, New York",6043,6043,116413,2676,5920,811,811,14092,281,802
36005029500,"Census Tract 295, Bronx County, New York",4484,4484,94543,2138,4484,621,621,12673,225,621
36005029600,"Census Tract 296, Bronx County, New York",1947,1947,51932,844,1778,288,288,10326,128,279
36005029700,"Census Tract 297, Bronx County, New York",4122,4122,104318,1830,3864,390,390,27070,234,377
36005030000,"Census Tract 300, Bronx County, New York",6612,6612,72568,2490,6520,953,953,12968,244,943
36005030100,"Census Tract 301, Bronx County, New York",1578,1578,82554,675,1211,279,279,14550,100,254
36005030201,"Census Tract 302.01, Bronx County, New York",3912,3912,60773,1599,3912,633,633,8634,201,633
36005030202,"Census Tract 302.02, Bronx County, New York",5261,5261,67500,2454,5256,1072,1072,13342,273,1071
36005030701,"Census Tract 307.01, Bronx County, New York",5718,5718,128919,2392,5718,1016,1016,16789,145,1016
36005030900,"Census Tract 309, Bronx County, New York",4480,4480,108470,1423,2856,540,540,35098,172,350
36005031000,"Census Tract 310, Bronx County, New York",4507,4507,111106,1287,3563,619,619,23173,208,614
36005031200,"Census Tract 312, Bronx County, New York",1874,1874,102188,602,1832,386,386,17006,74,384
36005031400,"Census Tract 314, Bronx County, New York",2272,2272,95486,647,2090,362,362,22241,118,329
36005031600,"Census Tract 316, Bronx County, New York",1965,1965,90294,674,1965,324,324,21239,115,324
36005031800,"Census Tract 318, Bronx County, New York",2149,2149,118250,569,1991,406,406,55905,76,405
36005032300,"Census Tract 323, Bronx County, New York",4789,4789,88026,2761,4674,584,584,17430,344,588
36005032400,"Census Tract 324, Bronx County, New York",3326,3326,23741,1303,3286,582,582,9767,195,575
36005032600,"Census Tract 326, Bronx County, New York",3643,3643,95071,1052,3463,645,645,6670,145,631
36005032800,"Census Tract 328, Bronx County, New York",4140,4140,44680,1480,4140,492,492,14300,174,492
36005033000,"Census Tract 330, Bronx County, New York",5575,5575,39018,2240,5523,693,693,11627,260,692
36005033201,"Census Tract 332.01, Bronx County, New York",5334,5334,37255,2523,5306,978,978,19769,438,976
36005033202,"Census Tract 332.02, Bronx County, New York",3775,3775,44812,1642,3322,516,516,9800,218,494
36005033500,"Census Tract 335, Bronx County, New York",2158,2158,99659,727,1645,292,292,44905,112,206
36005033601,"Census Tract 336.01, Bronx County, New York",4925,4925,30533,2131,4890,767,767,14921,228,767
36005033602,"Census Tract 336.02, Bronx County, New York",1356,1356,41950,582,1356,352,352,23444,106,352
36005033700,"Census Tract 337, Bronx County, New York",2644,2644,114151,934,2640,380,380,17865,134,380
36005033801,"Census Tract 338.01, Bronx County, New York",2256,2256,63978,938,2256,487,487,5289,274,487
36005033802,"Census Tract 338.02, Bronx County, New York",1713,1713,39487,575,1705,542,542,19047,98,542
36005034000,"Census Tract 340, Bronx County, New York",5775,5775,57782,1835,5670,915,915,13027,255,909
36005034200,"Census Tract 342, Bronx County, New York",1665,1665,64113,613,1664,385,385,14852,161,384
36005034300,"Census Tract 343, Bronx County, New York",1899,1899,83991,602,1712,294,294,16557,81,279
36005034400,"Census Tract 344, Bronx County, New York",2165,2165,79779,615,2153,660,660,21859,132,658
36005034500,"Census Tract 345, Bronx County, New York",3645,3645,109167,1436,3540,615,615,27613,163,621
36005034800,"Census Tract 348, Bronx County, New York",6196,6196,42537,2075,6184,1012,1012,9407,286,1012
36005035000,"Census Tract 350, Bronx County, New York",2207,2207,64172,733,2197,370,370,16262,166,369
36005035100,"Census Tract 351, Bronx County, New York",3744,3744,96131,1306,2826,499,499,20727,197,455
36005035600,"Census Tract 356, Bronx County, New York",2206,2206,78803,699,2184,411,411,20455,73,411
36005035800,"Census Tract 358, Bronx County, New York",8758,8758,80727,2783,8686,1326,1326,11913,503,1323
36005035900,"Census Tract 359, Bronx County, New York",2445,2445,26442,925,2420,352,352,8497,136,350
36005036000,"Census Tract 360, Bronx County, New York",3337,3337,83438,955,3126,592,592,15075,127,596
36005036100,"Census Tract 361, Bronx County, New York",5756,5756,20435,2136,5728,911,911,6495,221,907
